data_source,feature_description,feature_name,product_line,referrer_url,url
html,"Deliver enterprise-class, friction-free employee identity access to your learning experience.",Identity for Employees,myTrailhead,https://www.salesforce.com/editions-pricing/overview/,https://www.salesforce.com/editions-pricing/mytrailhead/
html,Publish custom learning content that’s unique to your company.,Trail Maker,myTrailhead,https://www.salesforce.com/editions-pricing/overview/,https://www.salesforce.com/editions-pricing/mytrailhead/
html,"Reflect your brand with your logo, home page image, and color on your own Trailhead instance.",Customizable Branding,myTrailhead,https://www.salesforce.com/editions-pricing/overview/,https://www.salesforce.com/editions-pricing/mytrailhead/
html,"Learn Salesforce with fun online paths for admins, developers, and users.",Trailhead,Success Plans,https://www.salesforce.com/editions-pricing/overview/,https://www.salesforce.com/editions-pricing/success-plans/
html,"Add tasks and links to external resources — videos, slides, PDFs, and articles — within a trailmix.",Custom Steps,myTrailhead,https://www.salesforce.com/editions-pricing/overview/,https://www.salesforce.com/editions-pricing/mytrailhead/
html,"Give learners access to content on any device, in the office, or on the go.","Desktop, Tablet, and Mobile Access",myTrailhead,https://www.salesforce.com/editions-pricing/overview/,https://www.salesforce.com/editions-pricing/mytrailhead/
html,"Get tips, tricks, and help from our 2 million-members-strong Trailblazer Community.",Community,Success Plans,https://www.salesforce.com/editions-pricing/overview/,https://www.salesforce.com/editions-pricing/success-plans/
html,Success Managers are product and market experts who engage with customers to assist with Salesforce product adoption and utilization.,Success Guidance,Success Plans,https://www.salesforce.com/editions-pricing/overview/,https://www.salesforce.com/editions-pricing/success-plans/
html,Let learners earn points and badges while unlocking ranks as they progress complete tasks.,"Gamified Set-up with Points, Badges, and Ranks",myTrailhead,https://www.salesforce.com/editions-pricing/overview/,https://www.salesforce.com/editions-pricing/mytrailhead/
html,"Give learners access to self-paced, bite-sized content on business, tech, and soft skills.",Content Library of In-Demand Skills,myTrailhead,https://www.salesforce.com/editions-pricing/overview/,https://www.salesforce.com/editions-pricing/mytrailhead/
html,Build apps around data that is custom to your industry and your business.,Custom Objects,Platform,https://www.salesforce.com/editions-pricing/overview/,https://www.salesforce.com/editions-pricing/platform/
